,beds_genandacute_noncovid,ventbeds_noncovid,address,Date,Local Health Board,coordinates,lat,lon
1023,1156,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",02-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1024,1196,16,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",03-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1025,1128,18,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",04-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1026,1184,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",05-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1027,1157,13,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",06-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1028,1155,13,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",07-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1029,1176,13,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",08-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1030,1153,19,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",09-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1031,1176,18,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",10-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1032,1208,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",11-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1033,1147,16,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",12-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1034,1151,19,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",13-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1035,1165,18,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",14-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1036,1197,17,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",15-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1037,1202,19,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",16-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1038,1222,22,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",17-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1039,1211,19,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",18-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1040,1186,21,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",19-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1041,1205,24,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",20-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1042,1186,20,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",21-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1043,1208,18,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",22-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1044,1216,18,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",23-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1045,1211,20,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",24-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1046,1207,19,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",25-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1047,1200,17,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",26-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1048,1196,17,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",27-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1049,1196,18,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",28-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1050,1191,23,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",29-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1051,1168,22,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",30-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1052,1221,19,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",31-Aug-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1053,1217,20,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",01-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1054,1207,21,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",02-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1055,1188,21,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",03-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1056,1200,18,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",04-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1057,1182,21,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",05-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1058,1181,20,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",06-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1059,1201,20,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",07-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1060,1227,19,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",08-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1061,1208,19,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",09-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1062,1206,19,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",10-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1063,1204,18,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",11-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1064,1178,17,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",12-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1065,1181,16,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",13-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1066,1213,16,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",14-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1067,1215,20,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",15-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1068,1213,20,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",16-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1069,1218,20,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",17-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1070,1217,18,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",18-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1071,1200,18,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",19-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1072,1193,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",20-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1073,1159,16,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",21-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1074,1097,16,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",22-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1075,1129,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",23-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1076,1058,13,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",24-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1077,1142,12,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",25-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1078,1073,12,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",26-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1079,1102,14,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",27-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1080,936,12,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",28-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1081,996,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",29-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1082,1069,18,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",30-Sep-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1083,1081,18,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",01-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1084,1024,17,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",02-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1085,1001,17,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",03-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1086,991,18,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",04-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1087,1012,14,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",05-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1088,984,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",06-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1089,991,14,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",07-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1090,928,13,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",08-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1091,925,14,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",09-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1092,924,14,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",10-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1093,933,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",11-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1094,907,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",12-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1095,936,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",13-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1096,903,14,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",14-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1097,905,9,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",15-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1098,931,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",16-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1099,881,16,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",17-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1100,925,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",18-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1101,1000,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",19-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1102,973,14,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",20-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1103,929,13,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",21-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1104,942,13,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",22-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1105,926,16,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",23-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1106,915,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",24-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1107,943,18,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",25-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1108,954,19,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",26-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1109,921,19,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",27-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1110,942,15,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",28-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1111,942,14,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",29-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1112,927,13,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",30-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1113,890,11,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",31-Oct-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1114,877,10,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",01-Nov-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1115,874,14,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",02-Nov-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1116,874,10,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",03-Nov-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1117,852,11,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",04-Nov-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1118,815,12,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",05-Nov-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1119,766,10,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",06-Nov-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1120,749,11,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",07-Nov-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1121,788,11,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",08-Nov-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1122,800,11,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",09-Nov-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1123,792,12,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",10-Nov-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1124,789,11,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",11-Nov-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
1125,348,4,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",01-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1126,345,0,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",02-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1127,308,2,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",03-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1128,294,2,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",04-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1129,243,4,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",05-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1130,281,3,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",06-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1131,284,5,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",07-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1132,280,5,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",08-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1133,264,5,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",09-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1134,245,9,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",10-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1135,231,4,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",11-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1136,240,6,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",12-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1137,287,7,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",13-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1138,303,8,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",14-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1139,289,8,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",15-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1140,292,6,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",16-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1141,310,6,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",17-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1142,292,4,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",18-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1143,313,6,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",19-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1144,347,6,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",20-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1145,382,6,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",21-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1146,378,7,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",22-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1147,443,6,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",23-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1148,494,9,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",24-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1149,418,9,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",25-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1150,481,11,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",26-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1151,466,12,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",27-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1152,490,7,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",28-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1153,505,9,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",29-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1154,472,9,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",30-Apr-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
1155,476,8,"Lodge Road, Caerleon, Newport NP18 3XQ, Wales",01-May-20,Aneurin Bevan University Local Health Board,"[51.6146453, -2.9667586]",51.6146453,-2.9667586
