,beds_genandacute_noncovid,ventbeds_noncovid,address,Date,Local Health Board,coordinates,lat,lon
906,373,3,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",07-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
907,364,3,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",08-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
908,359,3,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",09-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
909,330,4,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",10-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
910,323,4,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",11-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
911,320,4,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",12-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
912,319,7,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",13-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
913,367,6,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",14-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
914,355,5,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",15-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
915,368,4,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",16-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
916,362,5,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",17-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
917,331,5,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",18-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
918,338,4,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",19-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
919,390,5,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",20-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
920,408,7,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",21-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
921,387,6,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",22-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
922,523,4,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",23-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
923,523,4,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",24-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
924,518,4,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",25-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
925,553,3,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",26-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
926,551,9,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",27-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
927,561,8,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",28-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
928,566,4,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",29-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
929,550,4,"Abercynon, Rhondda Cynon Taff CF45 4SN, Wales",30-Apr-20,Cwm Taf Morgannwg University Local Health Board,"[51.64576365, -3.32393760900226]",51.64576365,-3.32393760900226
